topic,rank,doc_id,doc_full,title
290,3,0801.2193v3,"We review here the recent success in quantum annealing, i.e., optimization of the cost or energy functions of complex systems utilizing quantum fluctuations. The concept is introduced in successive steps through the studies of mapping of such computationally hard problems to the classical spin glass problems. The quantum spin glass problems arise with the introduction of quantum fluctuations, and the annealing behavior of the systems as these fluctuations are reduced slowly to zero. This provides a general framework for realizing analog quantum computation.",Quantum Annealing and Analog Quantum Computation
290,4,0808.0365v3,"We study the performance of quantum annealing for systems with ground-state degeneracy by directly solving the Schr\""odinger equation for small systems and quantum Monte Carlo simulations for larger systems. The results indicate that naive quantum annealing using a transverse field may not be well suited to identify all degenerate ground-state configurations, although the value of the ground-state energy is often efficiently estimated. An introduction of quantum transitions to all states with equal weights is shown to greatly improve the situation but with a sacrifice in the annealing time. We also clarify the relation between the spin configurations in the degenerate ground states and the probabilities that those states are obtained by quantum annealing. The strengths and weaknesses of quantum annealing for problems with degenerate ground states are discussed in comparison with classical simulated annealing.",Ground-state statistics from annealing algorithms: Quantum vs classical   approaches
290,5,0910.5644v1,Quantum annealing is analogous to simulated annealing with a tunneling mechanism substituting for thermal activation. Its performance has been tested in numerical simulation with mixed conclusions. There is a class of optimization problems for which the efficiency can be studied analytically using techniques based on the statistical mechanics of spin glasses.,Quantum Annealing of Hard Problems
291,1,0501204v3,"The persistent current is here studied in one-dimensional disordered rings that contain interacting electrons. We used the density matrix renormalization group algorithms in order to compute the stiffness, a measure that gives the magnitude of the persistent currents as a function of the boundary conditions for different sets of both interaction and disorder characteristics. In contrast to its non-interacting value, an increase in the stiffness parameter was observed for systems at and off half-filling for weak interactions and non-zero disorders. Within the strong interaction limit, the decrease in stiffness depends on the filling and an analytical approach is developed to recover the observed behaviors. This is required in order to understand its mechanisms. Finally, the study of the localization length confirms the enhancement of the persistent current for moderate interactions when disorders are present at half-filling. Our results reveal two different regimes, one for weak and one for strong interactions at and off half-filling.",Effect of electronic interactions on the persistent current in   one-dimensional disordered rings
291,2,0501381v2,"We use the Landauer-B\""{u}ttiker formalism to study the mesoscopic Fano effect in Aharonov-Bohm rings with an embedded two-dimensional noninteracting dot. The magnetic field dependence of the dot levels leads to a global shift of the Fano lines which becomes important for small ring/dot area ratios. As the magnetic field is varied the Fano dips move periodically from one side of the peak to the other, as reported by Kobayashi {\it et al.} [Phys. Rev. Lett. {\bf 88}, 256806 (2002)]. We show that this effect appears due to a specific magnetic control of the difference between the phase of the single nonresonant path via the free arm of the ring and the global phase of all trajectories involving resonant tunnelings through the dot.",The Fano regime of one-dot Aharonov-Bohm interferometers
291,3,0502429v1,"The electronic transport in a system of two quantum rings side-coupled to a quantum wire is studied via a single-band tunneling tight-binding Hamiltonian. We derived analytical expressions for the conductance, density of states and the persistent current when the rings are threaded by magnetic fluxes. We found a clear manifestation of the presence of bound states in each one of those physical quantities when either the flux difference or the sum of the fluxes are zero or integer multiples of a quantum of flux. These bound states play an important role in the magnification of the persistent current in the rings. We also found that the persistent current keeps a large amplitude even for strong ring-wire coupling.",Persistent current magnification in a double quantum-ring system
291,4,0503268v2,"The time dependent Schr\""odinger equation for an electron passing through a semiconductor quantum ring of nonzero width is solved in the presence of a perpendicular homogenous magnetic field. We study the effects of the Lorentz force on the Aharonov-Bohm oscillations. Within the range of incident momentum for which the ring is transparent at zero magnetic field, the Lorentz force leads to a decrease of the oscillation amplitude, due to the asymmetry in the electron injection in the two arms of the ring. For structures in which the fast electrons are predominantly backscattered, the Lorentz force assists in the transport producing an initial increase of the corresponding oscillation amplitude. Furthermore, we discuss the effect of elastic scattering on a potential cavity within one of the arms of the ring. For the cavity tuned to shift maximally the phase of the maximum of the wave packet we observe a $\pi$ shift of the Aharonov-Bohm oscillations. For other cavity depths the oscillations with a period of half of the flux quantum are observed.",Time dependent simulations of electron transport through a quantum ring:   effect of the Lorentz force
291,5,0505199v2,"We study the effect of the electron-electron interaction on the weak localization correction of a ring pierced by a magnetic flux. We compute exactly the path integral giving the magnetoconductivity for an isolated ring. The results are interpreted in a time representation. This allows to characterize the nature of the phase coherence relaxation in the ring. The nature of the relaxation depends on the time regime (diffusive or ergodic) but also on the harmonics $n$ of the magnetoconductivity. Whereas phase coherence relaxation is non exponential for the harmonic $n=0$, it is always exponential for harmonics $n\neq0$. Then we consider the case of a ring connected to reservoirs and discuss the effect of connecting wires. We recover the behaviour of the harmonics predicted recently by Ludwig & Mirlin for a large perimeter (compared to the Nyquist length). We also predict a new behaviour when the Nyquist length exceeds the perimeter.",Dephasing due to electron-electron interaction in a diffusive ring
292,1,0605053v2,"A shear-improved Smagorinsky model is introduced based on recent results concerning shear effects in wall-bounded turbulence by Toschi et al. (2000). The Smagorinsky eddy-viscosity is modified subtracting the magnitude of the mean shear from the magnitude of the instantaneous resolved strain-rate tensor. This subgrid-scale model is tested in large-eddy simulations of plane-channel flows at two different Reynolds numbers. First comparisons with the dynamic Smagorinsky model and direct numerical simulations, including mean velocity, turbulent kinetic energy and Reynolds stress profiles, are shown to be extremely satisfactory. The proposed model, in addition of being physically sound, has a low computational cost and possesses a high potentiality of generalization to more complex non-homogeneous turbulent flows.",Shear-Improved Smagorinsky Model for Large-Eddy Simulation of   Wall-Bounded Turbulent Flows
292,2,0709.0222v1,"Large-eddy simulations of the turbulent flow in a lid-driven cubical cavity have been carried out at a Reynolds number of 12000 using spectral element methods. Two distinct subgrid-scales models, namely a dynamic Smagorinsky model and a dynamic mixed model, have been both implemented and used to perform long-lasting simulations required by the relevant time scales of the flow. All filtering levels make use of explicit filters applied in the physical space (on an element-by-element approach) and spectral (modal) spaces. The two subgrid-scales models are validated and compared to available experimental and numerical reference results, showing very good agreement. Specific features of lid-driven cavity flow in the turbulent regime, such as inhomogeneity of turbulence, turbulence production near the downstream corner eddy, small-scales localization and helical properties are investigated and discussed in the large-eddy simulation framework. Time histories of quantities such as the total energy, total turbulent kinetic energy or helicity exhibit different evolutions but only after a relatively long transient period. However, the average values remain extremely close.",Large-eddy simulation of the flow in a lid-driven cubical cavity
292,3,0709.0372v1,"Large-eddy simulations of incompressible Newtonian fluid flows with approximate deconvolution models based on the van Cittert method are reported. The Legendre spectral element method is used for the spatial discretization to solve the filtered Navier--Stokes equations. A novel variant of approximate deconvolution models blended with a mixed scale model using a dynamic evaluation of the subgrid-viscosity constant is proposed. This model is validated by comparing the large-eddy simulation with the direct numerical simulation of the flow in a lid-driven cubical cavity, performed at a Reynolds number of 12'000. Subgrid modeling in the case of a flow with coexisting laminar, transitional and turbulent zones such as the lid-driven cubical cavity flow represents a challenging problem. Moreover, the coupling with the spectral element method having very low numerical dissipation and dispersion builds a well suited framework to analyze the efficiency of a subgrid model. First- and second-order statistics obtained using this new model are showing very good agreement with the direct numerical simulation. Filtering operations rely on an invertible filter applied in a modal basis and preserving the C0-continuity across elements. No clipping on dynamic parameters was needed to preserve numerical stability.",A coupled approximate deconvolution and dynamic mixed scale model for   large-eddy simulation
292,4,0901.0593v1,"In this paper, we discuss the incorporation of dynamic subgrid scale (SGS) models in the lattice-Boltzmann method (LBM) for large-eddy simulation (LES) of turbulent flows. The use of a dynamic procedure, which involves sampling or test-filtering of super-grid turbulence dynamics and subsequent use of scale-invariance for two levels, circumvents the need for empiricism in determining the magnitude of the model coefficient of the SGS models. We employ the multiple relaxation times (MRT) formulation of LBM with a forcing term for simulation of the grid-filtered dynamics of large-eddies. The dynamic procedure is illustrated for use with the common Smagorinsky eddy-viscosity SGS model. We also discuss proper sampling techniques or test-filters that facilitate implementation of dynamic models in the LBM. For accommodating variable resolutions, we employ locally refined grids in this framework. As examples, we consider the canonical fully developed turbulent channel flow at two different shear Reynolds numbers $Re_{*}$ of 180 and 395. The approach is able to automatically and self-consistently compute the values of the Smagorinsky coefficient, $C_S$. In particular, the computed value in the outer or bulk flow region, where turbulence is generally more isotropic, is about 0.155 (or the model coefficient $C=C_S^2=0.024$) which is in good agreement with prior data. The model coefficient is also found to become smaller and approaches towards zero near walls, reflecting the dampening of turbulent length scales near walls and the computed turbulence statistics are also in good agreement with prior data. The paper also discusses a procedure for incorporation of more general scale-similarity based SGS stress models.",Dynamic Subgrid Scale Modeling of Turbulent Flows using   Lattice-Boltzmann Method
292,5,0906.1368v1,"I propose a simple model, based on an analogy to von Neumann artificial viscosity, of turbulent diffusion, heat diffusion and viscosity coefficients for use in modeling subgrid turbulent diffusivity in multi-phase numerical hydrodynamics and, more generally, in subgrid turbulent viscosity and thermal transport. In analogy to the von Neumann artificial viscosity, these coefficients explicitly contain the grid size and do not attempt a quantitative model of the unresolved turbulence. In order to address the problem that it is often not known a priori when and where a flow will become turbulent, the coefficients are set to zero when the flow is not expected to be turbulent on the basis of a Richardson/Rayleigh-Taylor stability criterion, in analogy to von Neumann's setting of artificial viscosity to zero in expanding flows.",Von Neumann Turbulent Transport Model
293,1,0705.1844v1,"A vector field splitting approach is discussed for the systematic derivation of numerical propagators for deterministic dynamics. Based on the formalism, a class of numerical integrators for Langevin dynamics are presented for single and multiple timestep algorithms.",Design of quasi-symplectic propagators for Langevin dynamics
293,2,0709.0162v1,"This paper focuses on the temporal discretization of the Langevin dynamics, and on different resulting numerical integration schemes. Using a method based on the exponentiation of time dependent operators, we carefully derive a numerical scheme for the Langevin dynamics, that we found equivalent to the proposal of Ermak, and not simply to the stochastic version of the velocity-Verlet algorithm. However, we checked on numerical simulations that both algorithms give similar results, and share the same ``weak order two'' accuracy. We then apply the same strategy to derive and test two numerical schemes for the dissipative particle dynamics (DPD). The first one of them was found to compare well, in terms of speed and accuracy, with the best currently available algorithms.",Trotter Derivation of Algorithms for Brownian and Dissipative Particle   Dynamics
293,3,0803.4083v1,"We show how to derive a simple integrator for the Langevin equation and illustrate how it is possible to check the accuracy of the obtained distribution on the fly, using the concept of effective energy introduced in a recent paper [J. Chem. Phys. 126, 014101 (2007)]. Our integrator leads to correct sampling also in the difficult high-friction limit. We also show how these ideas can be applied in practical simulations, using a Lennard-Jones crystal as a paradigmatic case.",Accurate sampling using Langevin dynamics
293,4,0805.3606v1,"We introduce a scheme for deriving an optimally-parametrised Langevin dynamics of few collective variables from data generated in molecular dynamics simulations. The drift and the position-dependent diffusion profiles governing the Langevin dynamics are expressed as explicit averages over the input trajectories. The proposed strategy is applicable to cases when the input trajectories are generated by subjecting the system to a external time-dependent force (as opposed to canonically-equilibrated trajectories). Secondly, it provides an explicit control on the statistical uncertainty of the drift and diffusion profiles. These features lend to the possibility of designing the external force driving the system so to maximize the accuracy of the drift and diffusions profile throughout the phase space of interest. Quantitative criteria are also provided to assess a posteriori the satisfiability of the requisites for applying the method, namely the Markovian character of the stochastic dynamics of the collective variables.",Optimal Langevin modelling of out-of-equilibrium molecular dynamics   simulations
293,5,0806.3912v2,"We introduce a Predictor-Corrector type method suitable for performing many-particle Brownian Dynamics simulations. Since the method goes over to the Gear's method for Molecular Dynamics simulation in the limit of vanishing friction, we refer to it as a Gear-like algorithm. The algorithm has been tested on a one-dimensional, stochastically damped harmonic oscillator model, showing that it can cover a wide range of friction coefficients with a high-order accuracy, excellent stability, and a very small energy drift on the long time scales.",A Gear-like Predictor-Corrector method for Brownian Dynamics Simulation
294,1,0501109v1,"Dynamic Kerr effect measurements provide a simple realization of a nonlinear experiment. We propose a field-off experiment where an electric field of one or several sinusoidal cycles is applied to a sample in thermal equilibrium. Afterwards, the evolution of the polarizability is measured. If such an experiment is performed in the Terahertz-range it might provide valuable information about the low-frequency dynamics in disordered systems. We treat these dynamics in terms of a Brownian oscillator model and calculate the Kerr effect response. It is shown that frequency-selective behaviour can be expected. In the interesting case of underdamped vibrational motion we find that the frequency-dependence of the phonon-damping can be determined from the experiment. Also the behaviour of overdamped relaxational modes is discussed. For typical glassy materials we estimate the magnitude of all relevant quantities, which we believe to be helpful in experimental realizations.",Dynamic Kerr effect responses in the Terahertz-range
294,2,0502611v1,"The dynamics of a soft sphere model glass, studied by molecular dynamics, is investigated. The vibrational density of states divided by $\omega^2$ shows a pronounced boson peak. Its shape is in agreement with the universal form derived for soft oscillators interacting with sound waves. The excess vibrations forming the boson peak have mainly transverse character. From the dynamic structure factor in the Brillouin regime pseudo dispersion curves are calculated. Whereas the longitudinal phonons are well defined up to the pseudo zone boundary the transverse ones rapidly get over-damped and go through the Ioffe-Regel limit near the boson peak frequency. In the high $q$ regime constant-$\omega$ scans of the dynamic structure factor for frequencies around the boson peak are clearly distinct from those for zone boundary frequencies. Above the Brillouin regime, the scans for the low frequency modes follow closely the static structure factor. This still holds after a deconvolution of the exact harmonic eigenmodes into local and extended m odes. Also the structure factor for local relaxations at finite temperatures resembles the static one. This semblance between the structure factors mirrors the collective motion of chain like structures in both low frequency vibrations and atomic hopping processes, observed in the earlier investigations.",Vibrations and Relaxations in a Soft Sphere Glass: Boson Peak and   Structure Factors
294,3,0505558v3,"This series discusses the origin of sound damping and dispersion in glasses. In particular, we address the relative importance of anharmonicity versus thermally activated relaxation. In this first article, Brillouin-scattering measurements of permanently densified silica glass are presented. It is found that in this case the results are compatible with a model in which damping and dispersion are only produced by the anharmonic coupling of the sound waves with thermally excited modes. The thermal relaxation time and the unrelaxed velocity are estimated.",Anharmonic vs. relaxational sound damping in glasses: I. Brillouin   scattering from densified silica
294,4,0603714v1,"Many attempts to explain the Boson peak in the vibrational spectra of glasses consider models of a lattice of harmonic oscillators connected by spring constants of varying strength and randomly distributed. However, in real glasses one expects that some molecules will be connected to their neighbors by more than one weak bond, so that a realistic model should consider oscillators with several weak springs. In this paper, a t-matrix formalism is used to study the effect of such correlated weak springs in a scalar model on a simple cubic lattice with a binary distribution of spring constants. Our results, which are confirmed by computer simulations, show that a concentration of c oscillators with z weak springs and 6-z strong ones leads to a low frequency peak in the reduced density of states (Boson peak) even when the total concentration of weak springs cz is less than 10%., No such peak has been found at these low concentrations in previously reported calculations which used effective medium methods. For a given value of cz, this peak becomes more pronounced and moves to much lower frequencies as z increases.",Correlated weak bonds as a source of the Boson peak in glasses
294,5,0605319v1,"We present theoretical investigation on the high-frequency collective dynamics in liquids and glasses at microscopic length scales and terahertz frequency region based on the mode-coupling theory for ideal liquid-glass transition. We focus on recently investigated issues from inelastic-X-ray-scattering and computer-simulation studies for dynamic structure factors and longitudinal and transversal current spectra: the anomalous dispersion of the high-frequency sound velocity and the nature of the low-frequency excitation called the boson peak. It will be discussed how the sound mode interferes with other low-lying modes present in the system. Thereby, we provide a systematic explanation of the anomalous sound-velocity dispersion in systems -- ranging from high temperature liquid down to deep inside the glass state -- in terms of the contributions from the structural-relaxation processes and from vibrational excitations called the anomalous-oscillation peak (AOP). A possibility of observing negative dispersion -- the {\em decrease} of the sound velocity upon increase of the wave number -- is argued when the sound-velocity dispersion is dominated by the contribution from the vibrational dynamics. We also show that the low-frequency excitation, observable in both of the glass-state longitudinal and transversal current spectra at the same resonance frequency, is the manifestation of the AOP. As a consequence of the presence of the AOP in the transversal current spectra, it is predicted that the transversal sound velocity also exhibits the anomalous dispersion. These results of the theory are demonstrated for a model of the Lennard-Jones system.",Role of structural relaxations and vibrational excitations in the   high-frequency dynamics of liquids and glasses
295,1,0505348v1,"The electronic structure and spin-dependent tunneling in epitaxial Fe/MgO/Fe(001) tunnel junctions are studied using first-principles calculations. For small MgO barrier thickness the minority-spin resonant bands at the two interfaces make a significant contribution to the tunneling conductance for the antiparallel magnetization, whereas these bands are, in practice, mismatched by disorder and/or small applied bias for the parallel magnetization. This explains the experimentally observed decrease in tunneling magnetoresistance (TMR) for thin MgO barriers. We predict that a monolayer of Ag epitaxially deposited at the interface between Fe and MgO suppresses tunneling through the interface band and may thus be used to enhance the TMR for thin barriers.",Effect of interface states on spin-dependent tunneling in Fe/MgO/Fe   tunnel junctions
295,2,0510531v1,"We investigated dependence of tunnel magnetoresistance effect in CoFeB/MgO/CoFeB magnetic tunnel junctions on Ar pressure during MgO-barrier sputtering. Sputter deposition of MgO-barrier at high Ar pressure of 10 mTorr resulted in smooth surface and highly (001) oriented MgO. Using this MgO as a tunnel barrier, tunnel magnetoresistance (TMR) ratio as high as 355% at room temperature (578% at 5K) was realized after annealing at 325 C or higher, which appears to be related to a highly (001) oriented CoFeB texture promoted by the smooth and highly oriented MgO. Electron-beam lithography defined deep-submicron MTJs having a low-resistivity Au underlayer with the high-pressure deposited MgO showed high TMR ratio at low resistance-area product (RA) below 10 ohm-um^2 as 27% at RA = 0.8 ohm-um^2, 77% at RA = 1.1 ohm-um^2, 130% at RA = 1.7 ohm-um^2, and 165% at RA = 2.9 ohm-um^2.",Dependence of tunnel magnetoresistance in MgO based magnetic tunnel   junctions on Ar pressure during MgO sputtering
295,3,0606503v1,"We investigated the relationship between tunnel magnetoresistance (TMR) ratio and the crystallization of CoFeB layers through annealing in magnetic tunnel junctions (MTJs) with MgO barriers that had CoFe/Ru/CoFeB synthetic ferrimagnet pinned layers with varying Ru spacer thickness (tRu). The TMR ratio increased with increasing annealing temperature (Ta) and tRu, reaching 361% at Ta = 425C, whereas the TMR ratio of the MTJs with pinned layers without Ru spacers decreased at Ta over 325C. Ruthenium spacers play an important role in forming an (001)-oriented bcc CoFeB pinned layer, resulting in a high TMR ratio through annealing at high temperatures.",Giant tunnel magnetoresistance and high annealing stability in   CoFeB/MgO/CoFeB magnetic tunnel junctions with synthetic pinned layer
295,4,0608551v1,"We investigated the relationship between the tunnel magnetoresistance (TMR) ratio and the electrode structure in MgO-barrier magnetic tunnel junctions (MTJs). The TMR ratio in a MTJ with Co40Fe40B20 reference and free layers reached 355% at the post-deposition annealing temperature of Ta=400 degree C. When Co50Fe50 or Co90Fe10 is used for the reference layer material, no high TMR ratio was observed. The key to have high TMR ratio is to have highly oriented (001) MgO barrier/CoFeB crystalline electrodes. The highest TMR ratio obtained so far is 450% at Ta = 450 degree C in a pseudo spin-valve MTJ.",Dependence of tunnel magnetoresistance on ferromagnetic electrode   materials in MgO-barrier magnetic tunnel junctions
295,5,0610526v1,"We report tunnel magnetoresistance (TMR) ratios as high as 472% at room temperature and 804% at 5 K in pseudo-spin valve (SV) CoFeB/MgO/CoFeB magnetic tunnel junctions (MTJs) annealed at 450oC, which is approaching the theoretically predicted value. By contrast, the TMR ratios for exchange-biased (EB) SV MTJs with a MnIr antiferromagnetic layer are found to drop when they are annealed at 450oC. Energy dispersive X-ray analysis shows that annealing at 450oC induces interdiffusion of Mn and Ru atoms into the MgO barrier and ferromagnetic layers in EB-SV MTJs. Mechanisms behind the different annealing behavior are discussed.",Effect of high annealing temperature on giant tunnel magnetoresistance   ratio of CoFeB/MgO/CoFeB magnetic tunnel junctions
296,1,0507114v2,"The possibility of using antihydrogen for igniting inertial confinement fusion pellets or triggering large-scale thermonuclear explosions is investigated. The number of antiproton annihilations required to start a thermonuclear burn wave in either DT or Li_2DT is found to be about 10^{21}/k^2, where k is the compression factor of the fuel to be ignited. We conclude that the financial and energy investments needed to produce such amounts of antiprotons would confine applications of antimatter triggered thermonuclear devices to the military domain.",The physics of antimatter induced fusion and thermonuclear explosions
296,2,0602125v1,"In this note, we propose, apparently for the first time, a new type of controlled nuclear fusion called ""intermediate"" because occurring at energies intermediate between those of the ''cold'' and ''hot'' fusions, and propose a specific industrial realization. For this purpose: 1) We show that known limitations of quantum mechanics, quantum chemistry and special relativity cause excessive departures from the conditions occurring for all controlled fusions; 2) We outline the covering hadronic mechanics, hadronic chemistry and isorelativity specifically conceived, constructed and verified during the past two decades for new cleans energies and fuels; 3) We identify seven physical laws predicted by the latter disciplines that have to be verified by all controlled nuclear fusions to occur; 4) We review the industrial research conducted to date in the selection of the most promising engineering realization as well as optimization of said seven laws; and 5) We propose with construction details a specific {\it hadronic reactor} (patented and international patents pending), consisting of actual equipment specifically intended for the possible industrial production of the clean energy released by representative cases of controlled intermediate fusions for independent scrutiny by interested colleagues.",The Novel ''Controlled Intermediate Nuclear Fusion'' and its Possible   Industrial Realization as Predicted by Hadronic Mechanics and Chemistry
296,3,0802.1749v2,"The proposed fast ignition of highly compressed deuterium-tritium (DT) targets by petawatt lasers requires energy of about 100kJ. To lower the power of the laser, it is proposed to accomplish fast ignition with two lasers, one with lower power in the infrared, and a second one with high power in the visible to ultraviolet region. The infrared laser of lower power shall by its radiation pressure drive a large current in a less than solid density plasma placed inside a capillary, while the second high power-shorter wave length-laser shall ignite at one end of the capillary a magnetic field supported thermonuclear detonation wave in a blanket made from solid DT along the outer surface of the capillary. The other end of the capillary, together with its DT blanket, is stuck in the DT target, where following the compression of the target the detonation wave ignites the target.",Detonation along laser generated micropinch for fast ignition
296,4,0803.3636v1,"Recent progress towards the non-fission ignition of thermonuclear micro-explosions raises the prospect for a revival of the nuclear bomb propulsion idea, both for the fast transport of large payloads within the solar system and the launch into earth orbit without the release of fission products into the atmosphere. To reach this goal three areas of research are of importance: 1)Compact thermonuclear ignition drivers. 2)Fast ignition and deuterium burn. 3)Space-craft architecture involving magnetic insulation and GeV electrostatic potentials",Pure Nuclear Fusion Bomb Propulsion
296,5,0804.1764v2,"It is proposed to levitate a conducting sphere in a high pressure Taylor flow and to charge it up to gigavolt potentials, either mechanically as in a Van de Graaff electrostatic generator, or inductively by a rising magnetic field. If the Taylor flow is sufficiently fast, it should overcome the electric pressure and breakdown by stepped leader formation, leading to the maximum attainable voltage by the Paschen law. Discharging the electrostatically stored energy can be done by controlled breakdown. With gigajoule energies stored and released in about 10^-8 sec, this implies and electric pulse power of the order 10^17 Watt, opening the prospect of large driver energies for thermonuclear ignition.",Attainment of Gigavolt Potentials by Fluid Dynamic Suppression of the   Stepped Leader its Significance for Thermonuclear Ignition
297,1,0812.4302v2,"Gravitational-wave signals from inspirals of binary compact objects (black holes and neutron stars) are primary targets of the ongoing searches by ground-based gravitational-wave interferometers (LIGO, Virgo, and GEO-600). We present parameter-estimation simulations for inspirals of black-hole--neutron-star binaries using Markov-chain Monte-Carlo methods. As a specific example of the power of these methods, we consider source localisation in the sky and analyse the degeneracy in it when data from only two detectors are used. We focus on the effect that the black-hole spin has on the localisation estimation. We also report on a comparative Markov-chain Monte-Carlo analysis with two different waveform families, at 1.5 and 3.5 post-Newtonian order.",Degeneracies in Sky Localisation Determination from a Spinning   Coalescing Binary through Gravitational Wave Observations: a Markov-Chain   Monte-Carlo Analysis for two Detectors
297,2,0901.3762v3,"One class of gravitational wave signals LIGO is searching for consists of short duration bursts of unknown waveforms. Potential sources include core collapse supernovae, gamma ray burst progenitors, and mergers of binary black holes or neutron stars. We present a density-based clustering algorithm to improve the performance of time-frequency searches for such gravitational-wave bursts when they are extended in time and/or frequency, and not sufficiently well known to permit matched filtering. We have implemented this algorithm as an extension to the QPipeline, a gravitational-wave data analysis pipeline for the detection of bursts, which currently determines the statistical significance of events based solely on the peak significance observed in minimum uncertainty regions of the time-frequency plane. Density based clustering improves the performance of such a search by considering the aggregate significance of arbitrarily shaped regions in the time-frequency plane and rejecting the isolated minimum uncertainty features expected from the background detector noise. In this paper, we present test results for simulated signals and demonstrate that density based clustering improves the performance of the QPipeline for signals extended in time and/or frequency.",Enhancing the capabilities of LIGO time-frequency plane searches through   clustering
297,3,0911.3820v2,"The present operation of the ground-based network of gravitational-wave laser interferometers in ""enhanced"" configuration brings the search for gravitational waves into a regime where detection is highly plausible. The development of techniques that allow us to discriminate a signal of astrophysical origin from instrumental artefacts in the interferometer data and to extract the full range of information are some of the primary goals of the current work. Here we report the details of a Bayesian approach to the problem of inference for gravitational wave observations using a network of instruments, for the computation of the Bayes factor between two hypotheses and the evaluation of the marginalised posterior density functions of the unknown model parameters. The numerical algorithm to tackle the notoriously difficult problem of the evaluation of large multi-dimensional integrals is based on a technique known as Nested Sampling, which provides an attractive alternative to more traditional Markov-chain Monte Carlo (MCMC) methods. We discuss the details of the implementation of this algorithm and its performance against a Gaussian model of the background noise, considering the specific case of the signal produced by the in-spiral of binary systems of black holes and/or neutron stars, although the method is completely general and can be applied to other classes of sources. We also demonstrate the utility of this approach by introducing a new coherence test to distinguish between the presence of a coherent signal of astrophysical origin in the data of multiple instruments and the presence of incoherent accidental artefacts, and the effects on the estimation of the source parameters as a function of the number of instruments in the network.",Bayesian coherent analysis of in-spiral gravitational wave signals with   a detector network
297,4,0911.5051v2,"In signal detection problems, one is usually faced with the task of searching a parameter space for peaks in the likelihood function which indicate the presence of a signal. Random searches have proven to be very efficient as well as easy to implement, compared e.g. to searches along regular grids in parameter space. Knowledge of the parameterised shape of the signal searched for adds structure to the parameter space, i.e., there are usually regions requiring to be densely searched while in other regions a coarser search is sufficient. On the other hand, prior information identifies the regions in which a search will actually be promising or may likely be in vain. Defining specific figures of merit allows one to combine both template metric and prior distribution and devise optimal sampling schemes over the parameter space. We show an example related to the gravitational wave signal from a binary inspiral event. Here the template metric and prior information are particularly contradictory, since signals from low-mass systems tolerate the least mismatch in parameter space while high-mass systems are far more likely, as they imply a greater signal-to-noise ratio (SNR) and hence are detectable to greater distances. The derived sampling strategy is implemented in a Markov chain Monte Carlo (MCMC) algorithm where it improves convergence.",Random template placement and prior information
297,5,0912.5531v1,"Future ground-based and space-borne interferometric gravitational-wave detectors may capture between tens and thousands of binary coalescence events per year. There is a significant and growing body of work on the estimation of astrophysically relevant parameters, such as masses and spins, from the gravitational-wave signature of a single event. This paper introduces a robust Bayesian framework for combining the parameter estimates for multiple events into a parameter distribution of the underlying event population. The framework can be readily deployed as a rapid post-processing tool.",Parameter estimation on gravitational waves from multiple coalescing   binaries
298,1,1112.3387v1,"We assess how the propagation of high-frequency elastic-flexural waves through an ice shelf is modified by the presence of spatially periodic crevasses. Analysis of the normal modes supported by the ice shelf with and without crevasses reveals that a periodic crevasse distribution qualitatively changes the mechanical response. The normal modes of an ice shelf free of crevasses are evenly distributed as a function of frequency. In contrast, the normal modes of a crevasse-ridden ice shelf are distributed unevenly. There are ""band gaps"", frequency ranges over which no eigenmodes exist. A model ice shelf that is 50 km in lateral extent and 300 m thick with crevasses spaced 500 m apart has a band gap from 0.2 to 0.38 Hz. This is a frequency range relevant for ocean wave/ice-shelf interactions. When the outermost edge of the crevassed ice shelf is oscillated at a frequency within the band gap, the ice shelf responds very differently from a crevasse-free ice shelf. The flexural motion of the crevassed ice shelf is confined to a small region near the outermost edge of the ice shelf and effectively ""blocked"" from reaching the interior.",Blocking a wave: Frequency band gaps in ice shelves with periodic   crevasses
298,2,1203.2981v1,"A wave-ice interaction model for the marginal ice zone (MIZ) is reported, which involves both the attenuation of ocean surface waves by sea ice and the concomitant breaking of the ice by waves. It is specifically designed to embed wave-ice interactions in an operational ice/ocean model for the first time. We investigate different methods of including the wave forcing, and different criteria for determining if they cause floes to break. We also investigate and discuss the effects of using various attenuation models, finding that predicted MIZ widths are quite sensitive to the choice of model. Additional sensitivity tests are performed on: (i) different parameterizations of the floe size distribution (FSD), including the initial FSD used; (ii) the properties of the wave field; and (iii) the sea ice properties such as concentration, thickness and breaking strain. Results are relatively insensitive to FSD parameterization but vary noticeably and systematically with its initial configuration, as they do with properties (ii-iii). An additional, somewhat surprising sensitivity, is the degree of influence of the numerical scheme that performs wave attenuation and advection. This is because a naive implementation of spatial and temporal discretizations can cause the waves to be over-attenuated, leading to a reduction of the predicted MIZ width by a substantial factor. Example simulations intended to represent conditions in the Fram Strait in 2007, which exploit reanalyzed wave and ice model data, are shown to conclude the results section. These compare favorably to estimates of MIZ width using concentrations obtained from remotely-sensed passive microwave images.",Towards the inclusion of wave-ice interactions in large-scale models for   the Marginal Ice Zone
298,3,1402.1555v3,"An experimental model of reflection and transmission of ocean waves by an ice floe is presented. Evolution of mechanically-generated, regular waves is monitored in front and in the lee of a solitary, square floe, made of a synthetic material. Results confirm dependence of reflection and transmission on the period of the incident wave. Results also indicate that wave overwash on the floe affects reflection and transmission.",An experimental model of reflection and transmission of ocean waves by   an ice floe
