Topic,Count,Name,Representation,Representative_Docs,PrettyName
517,119,517_boron nitride nanosheets_boron nitride nanostructures_boron nitride nanomesh_hexagonal boron nitride,"['boron nitride nanosheets', 'boron nitride nanostructures', 'boron nitride nanomesh', 'hexagonal boron nitride', 'boron nitride hbn', 'amorphous boron nitride', 'boron nitride monolayer', 'boron nitride sheet', 'atomically boron nitride', 'nitride nanosheets']","['wide world materials hexagonal boron nitride hbn holds special place excellent characteristics addition thermal chemical mechanical stability hbn demonstrates high thermal conductivity low compressibility wide band gap making promising candidate groundbreaking applications specifically optoelectronic devices millimeters scale hexagonal boron nitride crystals obtained disruptive dual method pdc pcs consisting complementary coupling polymer derived ceramics route pressure controlled sintering process addition excellent chemical crystalline quality crystals exhibit free exciton lifetime determined time resolved cathodoluminescence measurements confirming interesting optical properties applicative fields hbn crystals exfoliated resulting boron nitride nanosheets bnnss used encapsulate transition metal dichalcogenides tmds van der waals heterostructures tested optical spectroscopy bnnss luminesce emission spectral range tmds photoluminescence width exciton range mev results demonstrate bnnss relevant future opto electronic applications', 'insulating hexagonal boron nitride hbn films precisely controlled thickness ideal dielectric components modulate various interfaces electronic devices achieve high quality hbn controlled atomic configurations able form pristine interfaces various materials devices previously reported large scale hbn films uniform thickness polycrystalline suitable atomically clean assembly mechanical exfoliation limiting applications device technology report large scale growth monolayer single crystalline hbn films substrates using chemical vapor deposition cvd vicinal substrates used step directed epitaxial growth hbn atomic steps act hbn nucleation sites guiding uni directional alignments multiple hbn domains density functional theory dft calculations reveal optimum hydrogen passivations hbn edges surfaces enable epitaxial coupling hbn step edges single crystallinity final hbn films using epitaxially grown monolayer hbn films fabricate hbn films controlled stacking orders pristine interfaces layer layer assembly process films function high quality dielectrics enhance carrier transport graphene mos sub sub channels', 'dimensionally interconnected hexagonal boron nitride hbn networked hbn composite successfully synthesized situ using simple step process involved compaction mixed powders disc followed metal organic chemical vapor deposition mocvd process deg mocvd alloy grains acted template growth hexagonal boron nitride hbn decaborane ammonia used precursors boron nitrogen respectively boron nitrogen atoms diffused solution mocvd process precipitated grew interfaces cooling demonstrated pores generated sintering process filled bulk hbn mocvd process indicated energy dispersive spectroscopy pores served catalytic sites nucleation growth hbn optical microscopy examination indicated minimum bulk hbn certain compaction pressure mpa sintering time min scanning electron microscopy transmission electron microscopy revealed interconnected network hbn layers surrounding grains developed hbn composite hbn network expected enhance resistance hbn composite mechanical thermal chemical attacks foam like hbn extracted hbn composite applied fields biomedicine energy storage']",boron nitride nanosheets / boron nitride nanostructures / boron nitride nanomesh
518,140,518_superconductor hybrid nanowires_superconductor nanowire_insb nanowires_pbte nanowires,"['superconductor hybrid nanowires', 'superconductor nanowire', 'insb nanowires', 'pbte nanowires', 'semiconductor superconductor devices', 'semiconductor nanowires', 'semiconductor nanowire', 'semiconductor superconductor', 'superconductor semiconductor', 'inassb nanowires']","['topological quantum computing based braiding majorana zero modes encoding topological qubits promising candidate platform majorana zero modes semiconductor superconductor hybrid nanowires realization topological qubits braiding operations requires scalable disorder free nanowire networks selective area growth plane inas insb nanowires shadow wall growth superconductor structures demonstrated scalability achieving various network structures noticeable lattice mismatch nanowire substrate interface acting disorder source imposes obstacle roadmap combining selective area shadow wall growth demonstrate fabrication pbte hybrid nanowires potentially promising majorana nearly perfectly lattice matched substrate cdte molecular beam epitaxy chamber transmission electron microscopy shows single crystal nature pbte nanowire atomically sharp clean interfaces cdte substrate overlayer noticeable inter diffusion strain nearly ideal interface condition strong screening charge impurities large dielectric constant pbte hold promise clean nanowire study majorana zero modes topological quantum computing', 'semiconductor nanowires inas insb promising materials studying majorana zero modes demonstrating non abelian particle exchange relevant topological quantum computing evidence majorana bound states nanowires shown majority experiments marked significant disorder particular interfacial inhomogeneity superconductor nanowire strongly believed main culprit disorder resulting soft superconducting gap ubiquitous tunneling studies hybrid semiconductor superconductor systems additionally lack ballistic transport nanowire systems create bound states mimic majorana signatures resolve problems development selective area epitaxy insb nanowires technique applicable nanowires superconductors epitaxial insb devices generically possess hard superconducting gap demonstrate ballistic superconductivity near perfect transmission supercurrents single mode regime requisites engineering controlling topological superconductivity additionally demonstrate epitaxial insb superconducting island devices building blocks majorana based quantum computing applications prepared using selective area epitaxy achieve micron scale ballistic transport results pave way development networks ballistic superconducting electronics quantum device applications', 'epitaxial semiconductor superconductor hybrid nanowires potential candidates implementing majorana qubits recent experimental theoretical works charged impurities remain major problem existing hybrid nanowires inas insb mainly theoretically validate recently proposed pbte hybrid nanowire potential candidate majorana devices studying electrostatic electronic properties pbte nanowires demonstrate huge dielectric constant pbte endows high tolerance charged impurity potential advantage inas insb nanowires effective axial land factor rashba spin orbit coupling strength pbte nanowires comparable inas nanowires conceivable merits using larger superconducting gap higher critical temperature higher parallel critical magnetic field superconducting gap comparable inas insb induced pbte weak coupling pbte simultaneously relieves adverse renormalization induced disorder effects iii film grown pbte buffer cdte layer solving lattice mismatch problem important source disorder presence parallel magnetic field typical bdg energy spectrum tunneling spectroscopy pbte resemble inas insb based hybrid nanowires exposed tilting magnetic field result highly anisotropic land factors pbte nanowires calculated topological phase diagrams pbte indicate multivalley character pbte makes easier inas insb access topological superconducting phases']",superconductor hybrid nanowires / superconductor nanowire / insb nanowires
519,114,519_charge transfer dna_charge transport dna_dna electronic_conductance dna,"['charge transfer dna', 'charge transport dna', 'dna electronic', 'conductance dna', 'electronic dna', 'transfer dna', 'dna nanoelectronics', 'interactions dna', 'dna dimers', 'transport dna']","['microscopic mechanisms positive charge transfer dna remain unclear quantum state electron hole dna determined competition stacking interaction sharing charge different base pairs interaction lambda local environment attempts trap charge determine interaction dominates investigated charge quantum states various sequences choosing dna parameters satisfying experimental data balance charge transfer rates leftrightarrow cite fredmain experimental data consistent theory assuming lambda meaning charge typically localized single site consequently dna sequence including consisting identical base pairs behaves like insulating material molecular conductor theory verified experimentally instance measuring balance charge transfer reactions leftrightarrow geq comparing experimental results predictions', 'transfer electrons holes dna dimers trimers polymers described base pair level using relevant site energies base pairs hopping parameters successive base pairs temporal spatial evolution carriers base pair dna segment determined solving coupled differential equations useful physical quantities calculated including pure mean carrier transfer rate inverse decay length beta used exponential fit textrm exp beta transfer rate function charge transfer distance times exponent eta used power law fit eta transfer rate function number monomers electron hole transfer polymers poly poly poly poly gcgcgc atatat studied beta eta falls range approx usually approx phz generally falls wider range approx phz results compared past predictions experiments approach illustrates extent specific dna segment serve efficient medium charge transfer', 'systematic study electron hole transfer dna dimers trimers polymers presented tight binding approach base pair level using relevant site energies base pairs hopping parameters successive base pairs coupled differential equations solved numerically eigenvalue method allowing temporal spatial evolution electrons holes base pair dna segment determined useful physical quantities defined calculated including maximum transfer percentage pure maximum transfer rate frac cases period defined pure mean carrier transfer rate speed charge transfer times charge transfer distance inverse decay length beta used exponential fit exp beta exponent eta used power law fit eta computed electron hole transfer polymers including poly poly poly poly gcgcgc atatat studied beta falls range approx usually phz generally falls wider range phz eta falls range approx usually approx phz generally falls wider range approx phz finally results compared predictions wang phys rev lett experiments including murphy science arkin science giese angew chem int giese nature method allows assess extent specific dna segment serve efficient medium charge transfer']",charge transfer dna / charge transport dna / dna electronic
520,160,520_spinless falicov kimball_excitonic insulator state_excitonic insulator phase_insulator transitions,"['spinless falicov kimball', 'excitonic insulator state', 'excitonic insulator phase', 'insulator transitions', 'dimensional falicov kimball', 'falicov kimball extended', 'falicov kimball presence', 'extended falicov kimball', 'dimensional spinless falicov', 'insulator transition']","['examine dimensional spinless falicov kimball model dispersive electrons half filling addressing dispute formation excitonic condensate closely related problem electronic ferroelectricity end work slave boson functional integral representation suchlike extended falicov kimball model preserves otimes otimes invariance action spontaneous pairing electrons holes building excitonic insulator state low temperatures case initially non degenerate orbitals contrast recent predictions scalar slave boson mean field theory corroborates previous hartree fock rpa results precise treatment correlation effects leads substantial reduction critical temperature different behavior partial densities states weak strong inter orbital coulomb interaction regimes supports bcs bec transition scenario', 'extended falicov kimball model excitonic insulator phase stabilised zero temperature increasing temperature excitonic order parameter interaction induced hybridisation site characterised absolute value phase eventually disordered involves fluctuations phase higher absolute value order build adequate mean field description important clarify nature degrees freedom associated phase absolute value induced hybridisation corresponding phase space volume possible description provided parametrisation site principle allows lower temperature regime phase fluctuations destroy long range order higher temperature crossover corresponding decrease absolute value hybridisation relative fluctuations level picture expected relevant contexts including kondo lattice model', 'propose single site mean field description analogue weiss mean field theory suitable narrow band systems correlation induced hybridisation finite temperatures presently approach based notion fluctuating site density matrix osdm developed case extended falicov kimball model efkm efkm excitonic insulator phase stabilised zero temperature increasing temperature excitonic order parameter interaction induced hybridisation site characterised absolute value phase eventually disordered involves fluctuations phase higher absolute value order build adequate finite temperature description important clarify nature degrees freedom associated phase absolute value induced hybridisation correctly account corresponding phase space volume osdm based treatment local fluctuations provides intuitive concise description including phase space integration measure allows lower temperature regime phase fluctuations destroy long range order higher temperature crossover corresponding decrease absolute value hybridisation spite rapid progress studies excitonic insulators unified picture kind available date briefly discuss recent experiments address amplitude mode collective excitations relation measurements reported tise overall scenario theoretical framework expected relevant contexts including kondo lattice model']",spinless falicov kimball / excitonic insulator state / excitonic insulator phase
521,243,521_fermi polarons_fermi polaron_polaron molecule transition_repulsive fermi polaron,"['fermi polarons', 'fermi polaron', 'polaron molecule transition', 'repulsive fermi polaron', 'fermi polaron problem', 'polaron molecule', 'polarized fermi', 'transition polaron', 'polaron states', 'exciton polarons']","['work explore polaron molecule physics utilizing unified variational ansatz particle hole excitations confirm existence order transition fermi polarons nature transition lies energy competition systems different momenta mathbf mathbf mathbf defined momentum fermi polaron respect fermi sea majority fermions fermi momentum literally proposed molecule ansatz identified asymptotic limit mathbf state strong coupling regime implies huge ground state degeneracy regime recognization degeneracy crucially important evaluating molecule occupation realistic systems finite impurity density finite temperature compare recent experiment fermi polarons calculated various physical quantities framework obtained results good agreements experimental data weak coupling near resonance regime check validity conclusion adopted different variational method based gaussian sample high order excitations gph conclusion nature polaron molecule transition method predicts sharp transition ground state mathbf sector consistent exact bethe ansatz solution presence absence polaron molecule transition analyzed closely related interplay effect pauli blocking excitations different dimensions', 'revisit polaron molecule transition dimensional fermion systems using established variational approach molecule intrinsically unstable lowest order particle hole excitations approximate ground state impurity finite total momentum strong coupling regime polaron molecule transition reinterpreted order transition single impurity systems different total momenta certain interaction window near transition states appear local minima dispersion curve indicating coexist realistic confirmed polaron molecule coexistence presence finite impurity concentration low temperature directly leads smooth polaron molecule transition observed recent experiments ultracold fermi gases results provided unambiguous physical picture competition conversion polaron molecule shed light fermi polaron properties low dimensions', 'consider highly spin imbalanced limit component fermi gas small density downarrow impurities attractively interacting sea uparrow fermions single impurity limit zero temperature exists called polaron molecule transition impurity sharply changes character binding uparrow fermion sufficiently strong attraction using recently developed variational approach calculate thermodynamic properties impurity transition smooth crossover finite temperature thermal occupation excited states impurity spectral function remnants single impurity transition apparent momentum resolved spectral function principle probed raman spectroscopy furthermore tan contact exhibits characteristic non monotonic dependence temperature provides signature zero temperature polaron molecule transition finite impurity density argue descriptions purely based behavior fermi polaron invalid near polaron molecule transition correlations impurities ignored particular spin imbalanced undergoes phase separation low temperatures strong attraction uparrow downarrow molecules induced fermi sea impurity spectrum induced impurity impurity interactions key understanding phase diagram spin imbalanced fermi gas']",fermi polarons / fermi polaron / polaron molecule transition
522,234,522_anisotropic compact stars_compact stars_compact star_stellar objects,"['anisotropic compact stars', 'compact stars', 'compact star', 'stellar objects', 'einstein field equations', 'theory gravity', 'general relativity', 'solutions einstein field', 'neutron stars', 'kinds metric solutions']","['paper deals theoretical modeling anisotropic compact stars framework theory gravity torsion scalar end used exact solutions krori barua metric static spherically symmetric metric unknown constants involved krori barua metric specified using masses radii compact stars sax physical properties stars analyzed framework theory setting checked anisotropic behavior regularity conditions stability surface redshift compact stars', 'paper constitutes investigations regarding possible formation compact stars theory gravity ricci scalar trace energy momentum tensor connection use analytic solution krori barua metric krori barua spherically symmetric anisotropic star context gravity masses radii compact stars models model model model employed incorporate unknown constants krori barua metric physical features regularity center anisotropy measure casuality behaved condition mentioned class compact starts analyzed discussed energy conditions stability surface redshift gravity', 'work examine spherically symmetric compact body isotropic pressure profile context obtain new class exact solutions einstein maxwell field equation compact stars uniform charged distributions basis pseudo spheroidal space time particular form electric field intensity metric potential indicating parameters takes account examination deciding unknown constants depicts compact strange star candidates likes psr sax smc cen isotropic tolman oppenhimer volkoff tov equation explore equilibrium hydrostatic gravitational electric forces analyze stability model adiabatic index gamma velocity sound additionally talk physical features model like example pressure redshift density energy conditions mass radius stars demonstrate results satisfying basic prerequisites physically legitimate stellar model seen measurement basic physical parameter pressure density energy redshift satisfied reality condition physical quantities density pressure pressure density ratio speed sound monotonically decreasing outcomes acquired valuable exploring strength compact objects like white dwarfs gravastars neutron stars finally shown obtained solutions compatible observational data compact objects']",anisotropic compact stars / compact stars / compact star
523,200,523_seismic waveform inversion_seismic data_seismic inversion_seismic modeling,"['seismic waveform inversion', 'seismic data', 'seismic inversion', 'seismic modeling', 'conventional waveform inversion', 'seismic waveform', 'wave inversion', 'data inversion', 'waveform inversion', 'waveform inversion fwi']","['geophysical models usually contain sharp interfaces smooth variations difficult accurately account types medium parameter variations using conventional waveform inversion methods addition sparse geometry noisy data source encoding usually lead strong inversion artifacts develop novel waveform inversion method acoustic elastic waves using total generalized variation regularization scheme address challenging problems decompose waveform inversion subproblems solve minimization subproblems using alternating direction minimization strategy important advantage total generalized variation regularization scheme simultaneously reconstruct sharp interfaces smooth background variations geophysical parameters capability effectively suppress noises source encoded inversion sparse data inversion inversion noisy data demonstrate advantages new waveform inversion algorithm using checkerboard model modified elastic seg eage overthrust model land field seismic dataset results synthetic field seismic data demonstrate new method reconstructs smooth background variations sharp interfaces subsurface geophysical properties accurately reduces inversion artifacts caused source encoding noisy data insufficient data coverage effectively provides useful tool accurate reliable inversion field seismic data', 'waveform inversion fwi high resolution seismic inversion technique popularly used oil gas exploration traditional fwi employs norm measurement minimize misfit observed predicted seismic data background velocity inaccurate seismic data lacks low frequency components conventional fwi suffers cycle skipping leading inaccurate inversion results paper introduces multiscale structural similarity index measure ssim objective function fwi incorporate anisotropic total variation regularization atpv improve accuracy fwi ssim extracts multi scale structural features seismic data terms phase amplitude features reduce risk cycle skipping improve stability fwi additionally atpv applies structural constraints velocity gradients helps suppress artifacts preserve sharp boundaries geological formations propose use automatic differentiation efficiently stably optimize novelly introduced fwi objective function synthetic field seismic data demonstrate proposed method accurately characterizes complex subsurface velocity structures background velocity crude data lacks low frequency components contains noise', 'waveform inversion cutting edge methodology recovering high resolution subsurface models main conventional waveform optimization problems challenges cycle skipping usually leading inaccurate local minimum model highly investigated track alleviate challenge involves designing global measure misfit observed modelled data sample sample comparison approaches admit relatively smooth inversion results introduce novel misfit function based fourier based metric metric successfully applied molecular physics solving boltzmann equation adapt waveform inversion misfit function exploits power spectrum information modelled observed data provide low wavenumber velocity model updates early high resolution updates approach solution reformulated weighted ell norm quadratic case seen simple extension conventional waveform inversion despite robustness cycle skipping capable delivering high resolution models synonymous conventional fwi considering frequency domain utilization refer inversion method omega fwi synthetic marmousi model example method successfully recovers accurate velocity model starting linearly increasing model case noisy observed data lack low frequencies conventional ell norm waveform inversion suffers cycle skipping']",seismic waveform inversion / seismic data / seismic inversion
524,255,524_quantum information entropies_wigner functions_shannon quantum information_shannon quantum,"['quantum information entropies', 'wigner functions', 'shannon quantum information', 'shannon quantum', 'wigner function formalism', 'quantum harmonic oscillator', 'wigner phase space', 'wigner distribution function', 'wigner function', 'wigner distribution']","['influence transverse uniform magnetic field position subscript rho momentum gamma shannon quantum information entropies rho gamma fisher informations rho gamma informational energies rho gamma studied theoretically circular quantum dots qds circumference supports homogeneous dirichlet neumann boundary condition analysis reveals similarities differences influence properties structure surface interaction magnetic field conspicuous distinction spectra crossings increasing induction neumann energies radial quantum number adjacent non positive angular indices growing undergoes landau condensation characteristics turn uniform field counterparts dirichlet transformation takes place smaller magnetic intensities dirichlet sum rho gamma approach fundamental limit smaller corresponding neumann quantity physically means geometry provides total information position motion particle pointed widely accepted disequilibrium uncertainty relation rho gamma leq mathtt mathtt dimensionality violated neumann magnetic field comparison electrostatic harmonic confinement performed physical interpretation based different roles bcs interplay field dirichlet neumann surface repulsive attractive interface', 'shannon quantum information entropies rho gamma fisher informations rho gamma onicescu energies rho gamma nyi entropies rho gamma alpha calculated position subscript rho momentum gamma spaces functions inner radius dimensional dirichlet unit width annulus threaded aharonov bohm flux phi discussion based analysis corresponding position momentum waveforms position shannon entropy onicescu energy grows logarithmically decreases large tending asymptote rho asym rho asym orbitals fisher counterpart rho phi approaches regime independent limit mimicking way energy spectrum variation structures exhibits quadratic dependence principal index frequency fading oscillations radial parts wave vector functions increases inner radius results identical asymptote momentum shannon entropies gamma phi alike different limit causes fisher momentum components gamma phi grow exponentially proved lower limit alpha semi infinite range dimensionless coefficient alpha momentum component parameter entropy exists textit influenced radius particular change topology simply doubly connected domain textit able change alpha field influence measures calculated', 'shannon quantum information entropies rho gamma fisher informations rho gamma onicescu energies rho gamma complexities calculated position subscript rho momentum gamma spaces azimuthally symmetric nanoring placed combination transverse uniform magnetic field aharonov bohm flux phi potential profile modeled superposition quadratic inverse quadratic dependencies radius increasing intensity flattens momentum waveforms phi limit infinitely large fields turn zero means position wave functions psi fourier counterparts tend limit delta functions position momentum shannon entropy depends field negative positive logarithm omega eff equiv left omega omega right omega determines quadratic steepness confining potential omega cyclotron frequency makes sum rho gamma field independent quantity increases principal azimuthal quantum numbers does satisfy entropic uncertainty relation position fisher information does depend linearly increases varies omega eff dependent onicescu counterpart rho changes omega eff products rho gamma rho gamma independent quantities dependence measures ring geometry discussed argued variation position shannon entropy onicescu energy field uniquely determines associated persistent current function phi inverse statement correct']",quantum information entropies / wigner functions / shannon quantum information
525,191,525_electro elastic_electro mechanical_nano electro mechanical_magneto electro elastic,"['electro elastic', 'electro mechanical', 'nano electro mechanical', 'magneto electro elastic', 'free vibration', 'elastic nano', 'static bending', 'bending stiffness', 'timoshenko beam', 'strain driven']","['multilayered plate theory takes account transverse shear normal stretching presented theory based seven unknowns kinematic field warping functions warping functions related transverse shear behaviour fifth related normal stretching warping functions issued exact dimensional solutions related variations transverse shear normal stresses computed specific points simply supported bending problem reddy cho parmerter modified version beakou touratier theories retained comparisons extended versions theories able manage normal stretching considered theories emulated kinematic field present model thanks adaptation warping functions results theories confronted compared analytical solutions bending simply supported plates various plates considered special focus low length thickness ratios isotropic plate homogeneous orthotropic plates ply orientation degrees sandwich panel composite plate results models accurate kinematic fields depend material properties transverse shear stiffnesses depend length thickness ratio iii present coupling directions', 'micropolar equivalent single layer esl order shear deformation fsdt plate model web core sandwich panels developed web core unit cell modeled classical shell finite elements discrete continuum transformation applied microscale unit cell strain kinetic energy densities expressed terms macroscale plate kinematics hyperelastic constitutive relations equations motion hamilton principle plate derived assuming energy equivalence unit cell plate navier solution developed micropolar esl fsdt plate model study bending buckling free vibration simply supported web core sandwich panels line load bending problem classical esl fsdt plate model yields displacement errors face sheet thicknesses compared solution micropolar model gives small errors emulate deformations better non classical antisymmetric shear behavior local bending twisting', 'work transverse shear warping functions equivalent single layer plate model formulated variational approach strain energy involves shear phenomenon expressed function warping functions derivatives variational calculus leads differential equations warping functions verify solving requires choice values global shear strains derivatives particular choice justified cross ply laminates leads excellent results single layer isotropic orthotropic plates analytical expression warping functions given involve hyperbolic trigonometric functions differ reddy formula limit present warping functions isotropic moderately plates ratios significantly differ isotropic moderately plates difference present warping functions reddy formula observed isotropic single layer plate finite element simulations agree perfectly present warping functions cases multilayer cross ply configurations warping functions determined using semi analytical procedure compared results finite element simulations excellent agreement angle ply laminates process gives warping functions relevant shapes choice global shear values justified case finite element comparison presented time difficult propose boundary conditions prescribed load permit isolate shear phenomenon']",electro elastic / electro mechanical / nano electro mechanical
526,278,526_mixed spin ising_spin spin ising_spin ising_mixed spin spin,"['mixed spin ising', 'spin spin ising', 'spin ising', 'mixed spin spin', 'spin ising decorated', 'lattice ising', 'mixed spin', 'antiferromagnetic ising', 'spin resistivity', 'spin spin']","['frustration properties ising model dimensional monoatomic equidistant lattice investigated taking account exchange interactions atomic spins sites nearest second nearest neighbors exact solution model obtained using kramers wannier transfer matrix method types magnetic ordering ground state model determined magnetic phase diagram constructed criteria formulated occurrence magnetic frustrations presence competition energies exchange interactions non zero entropy values ground state frustrated', 'paper frustration properties ising model dimensional monoatomic equidistant lattice external magnetic field investigated taking account exchange interactions atomic spins sites second neighbors exact analytical expressions thermodynamic functions obtained kramers wannier transfer matrix method magnetic phase diagram ground state spin constructed studied thoroughly points lines frustrations depending values signs exchange interactions external magnetic field criteria occurrence magnetic frustrations presence competition energies exchange interactions external magnetic field formulated peculiar features investigated values entropy magnetization ground state model obtained frustration regime various types behavior entropy magnetization magnetic susceptibility depending model parameters revealed', 'study frustration properties ising model dimensional monoatomic equidistant lattice taking account exchange interactions atomic spins sites nearest nearest neighbors exact analytical expressions thermodynamic functions obtained using kramers wannier transfer matrix technique criteria emergence magnetic frustrations presence competition energies exchange interactions formulated points intervals existence frustrations depend values signs exchange interactions features entropy heat capacity model frustration regime vicinity investigated non zero entropy values ground state frustrated peak temperature structure heat capacity vicinity frustration point']",mixed spin ising / spin spin ising / spin ising
527,116,527_graphene mos heterostructures_graphene mos heterostructure_graphene heterostructures_graphene mos nanosheets,"['graphene mos heterostructures', 'graphene mos heterostructure', 'graphene heterostructures', 'graphene mos nanosheets', 'graphene mos', 'graphene mos layers', 'heterostructures graphene', 'mos graphene', 'graphene mos van', 'interface graphene mos']","['van der waals heterostructures forefront materials heterostructure engineering offering ultimate control layer selectivity capability combine virtually material hexagonal boron nitride hbn commonly used dielectric material proven indispensable field allowing encapsulation active materials preserving exceptional electronic quality device applications require encapsulation require open surfaces selective patterning hbn layers report procedure engineer hbn layers van der waals heterostructures preserving underlying active layers using soft selective etching combined series pre post etching treatments demonstrate pristine surfaces exposed atomic flatness preserving active layers electronic quality benchmark technique using graphene encapsulated hbn hall bar devices using raman spectroscopy combined quantum transport high quality preserved etched regions demonstrating low temperature carrier mobilities ballistic transport probed magnetic focusing intrinsic room temperature phonon limited mobilities atomic force microscopy brooming plasma cleaning identified key pre etching steps obtaining pristine open surfaces preserving electronic quality technique provides clean method opening windows mesoscopic van der waals devices used local probe experiments patterning hbn situ exposing layers environment sensing applications', 'performed density functional theory dft calculations layered heterostructure combining graphene layer mos layer intercalated atoms calculations demonstrate importance van der waals vdw interaction crucial forming stable bonding layers dft calculation correctly reproduces linear dispersion dirac cone feature fermi energy isolated graphene monolayer band gap mos monolayer combined graphene mos layer observe interesting electronic structure density states dos characteristics near fermi energy showing gap like features mos layer gap states linear dispersion contributed graphene layer calculated total density states dos vdw heterostructure reveals graphene layer significantly contributes pinning fermi energy center band gap mos intercalating ions layers graphene mos heterostructure enhances binding energy orbital hybridizations cations adatoms anions graphene mos monolayers calculate dielectric function intercalated graphene mos heterostructure imaginary component directly compared experimental measurements optical conductivity order validate theoretical prediction observe sharp features imaginary component dielectric function shows presence drude peak optical conductivity metallicity lithiated graphene mos heterostructure', 'graphene mos van der waals vdw heterostructures promising technological applications unique properties functionalities experimental theoretical research groups globe outstanding contributions benchmark properties graphene mos heterostructures research groups attempt model graphene mos heterostructures using principles calculations exists discrepancies results different theoretical research groups experimental findings present work revisit problem principles approach address existing discrepancies interlayer spacing graphene mos monolayers graphene mos heterostructures location dirac points near fermi level tkatchenko scheffler method efficiently evaluates long range vdw interactions accurately predicts interlayer spacing graphene mos sheets investigate electronic mechanical vibrational properties optimized graphene mos heterostructures created using times times times times supercell geometries having different magnitudes lattice mismatch effect varying interlayer spacing electronic properties heterostructures discussed phonon calculations reveal interlayer shear breathing phonon modes sensitive weak vdw interactions play vital role describing thermal properties studied systems thermodynamic elastic properties heterostructures discussed comparison results results reported research groups presented']",graphene mos heterostructures / graphene mos heterostructure / graphene heterostructures
528,121,528_liquid crystalline elastomers_liquid crystal elastomers_liquid crystal elastomer_crystalline elastomers,"['liquid crystalline elastomers', 'liquid crystal elastomers', 'liquid crystal elastomer', 'crystalline elastomers', 'crystal elastomers', 'nematic elastomers', 'nematic elastomer sheets', 'crystal elastomer', 'nematic elastomer', 'crystalline elastomers lces']","['liquid crystal elastomers rubbers liquid crystal order contract nematic director heated illuminated shape changes large occur relatively narrow temperature interval low illumination nematic isotropic transition present conceptual design mechanical turbine based engine using photo active liquid crystal elastomers extract mechanical work light efficiency estimated', 'motivated need new materials green energy production conversion processes class mathematical models liquid crystal elastomers integrated theoretical charge pump electrical circuit considered charge pump harnesses chemical mechanical properties liquid crystal elastomers transitioning nematic isotropic phase illuminated heated generate higher voltage lower voltage supplied battery material constitutive model purely elastic neoclassical type strain energy densities applicable wide range monodomain nematic elastomers combined elastic photo thermal responses decoupled make investigation analytically tractable varying model parameters elastic neoclassical terms liquid crystal elastomers effective rubber used dielectric material charge pump capacitor', 'liquid crystal elastomers realize fascinating new form soft matter composite conventional crosslinked polymer gel rubber liquid crystal solid liquid crystal amalgams quite similarly conventional fluid liquid crystal counterparts spontaneously partially break translational orientational symmetries accompanied novel soft goldstone modes consequence materials exhibit unconventional elasticity characterized symmetry enforced vanishing elastic moduli proper description solids requires essential modification classical elasticity theory work develop rotationally invariant nonlinear theory elasticity nematic phase ideal liquid crystal elastomers characterized soft modes corresponding combination long wavelength shear deformations solid network rotations nematic director field study thermal fluctuations soft modes presence network heterogeneities lead large variety anomalous elastic properties singular length scale dependent shear elastic moduli divergent elastic constant splay distortion nematic director long scale incompressibility universal poisson ratios nonlinear stress strain relation arbitrary small strains long scale elastic properties universal controlled nontrivial zero temperature fixed point constitute qualitative breakdown classical elasticity theory nematic elastomers nematic elastomers realize stable critical phase characterized universal power law correlations akin critical point continuous phase transition extending entire phase']",liquid crystalline elastomers / liquid crystal elastomers / liquid crystal elastomer
